reference,session,group,crop_start,length,weight,temporal_variance,speed_abs,minimum,maximum
listener/session16/Camera-2024-07-24-095443-095420,session16,VA,189,750,0.0006024096385542169,0.012006838405377623,0.03731138240272435,-0.6759735345840454,0.46567535400390625
listener/session16/Camera-2024-07-24-095443-095420,session16,expression,189,750,0.0006024096385542169,0.04471956512856747,0.030339869188920583,6.338621305352482e-14,0.9998775720596313
listener/session16/Camera-2024-07-24-103011-103000,session16,AU,26,750,0.0006024096385542169,0.04957246699302775,0.010858923008455718,0.0,1.0
listener/session16/Camera-2024-07-24-103011-103000,session16,VA,26,750,0.0006024096385542169,0.022578103368778975,0.0360590691226864,-0.6614376306533813,0.572311282157898
listener/session16/Camera-2024-07-24-103011-103000,session16,expression,26,750,0.0006024096385542169,0.04823313929829369,0.02172124144089448,2.1904753130710247e-13,0.9997434020042419
listener/session16/Camera-2024-07-24-110700-110644,session16,AU,0,485,0.0006024096385542169,0.07375365652778958,0.032920110192837464,0.0,1.0
listener/session16/Camera-2024-07-24-110700-110644,session16,VA,0,485,0.0006024096385542169,0.017185768554565092,0.036987693260677836,-0.4387528598308563,0.5777257680892944
listener/session16/Camera-2024-07-24-110700-110644,session16,expression,0,485,0.0006024096385542169,0.05159731463183509,0.04065802280880526,5.7989743220067924e-21,0.9997900128364563
listener/session16/Camera-2024-07-24-114427-114339,session16,AU,0,482,0.0006024096385542169,0.04976521366562861,0.021483021483021482,0.0,1.0
listener/session16/Camera-2024-07-24-114427-114339,session16,VA,0,482,0.0006024096385542169,0.026706011213972508,0.04566742659095295,-0.6515789031982422,0.46800169348716736
listener/session16/Camera-2024-07-24-114427-114339,session16,expression,0,482,0.0006024096385542169,0.059865199285517985,0.036596202690794305,1.07049252071772e-14,0.9999830722808838
listener/session16/Camera-2024-07-25-155256-155217,session16,AU,45,750,0.0006024096385542169,0.13625562972852695,0.022073876279483755,0.0,1.0
listener/session16/Camera-2024-07-25-155256-155217,session16,VA,45,750,0.0006024096385542169,0.09873400882523897,0.029298251178936266,-0.26102781295776367,1.0
listener/session16/Camera-2024-07-25-155256-155217,session16,expression,45,750,0.0006024096385542169,0.0582993256478771,0.02706417662103648,1.6861044103597485e-19,1.0
listener/session16/Camera-2024-07-25-162817-162715,session16,AU,0,568,0.0006024096385542169,0.045825156701526024,0.01728395061728395,0.0,1.0
listener/session16/Camera-2024-07-25-162817-162715,session16,VA,0,568,0.0006024096385542169,0.0032349088754185075,0.02004722674004405,-0.028052210807800293,0.38970014452934265
listener/session16/Camera-2024-07-25-162817-162715,session16,expression,0,568,0.0006024096385542169,0.016261407508236222,0.008520368418194065,2.6700932246024624e-16,0.999981164932251
listener/session16/Camera-2024-07-26-103222-103252,session16,AU,0,653,0.0006024096385542169,0.1158456956566672,0.0532719836400818,0.0,1.0
listener/session16/Camera-2024-07-26-103222-103252,session16,VA,0,653,0.0006024096385542169,0.05112801093637778,0.052807048157406,-0.8618894815444946,0.4816785752773285
listener/session16/Camera-2024-07-26-103222-103252,session16,expression,0,653,0.0006024096385542169,0.05882473651831025,0.04284260895236757,4.261315353858673e-14,0.9999911785125732
listener/session16/Camera-2024-07-26-110838-110914,session16,AU,0,214,0.0006024096385542169,0.08934813449753559,0.020970266040688575,0.0,1.0
listener/session16/Camera-2024-07-26-110838-110914,session16,VA,0,214,0.0006024096385542169,0.05423572161770826,0.03437549019223648,-0.5309499502182007,0.843505859375
listener/session16/Camera-2024-07-26-110838-110914,session16,expression,0,214,0.0006024096385542169,0.06275865822337068,0.033403536340624894,7.061731841645491e-13,0.9990004897117615
listener/session16/Camera-2024-07-26-120608-120642,session16,AU,0,210,0.0006024096385542169,0.003926482873851297,0.004784688995215311,0.0,1.0
listener/session16/Camera-2024-07-26-120608-120642,session16,VA,0,210,0.0006024096385542169,0.003808817724941604,0.026581485786934218,-0.11157733201980591,0.3304903209209442
listener/session16/Camera-2024-07-26-120608-120642,session16,expression,0,210,0.0006024096385542169,0.0005480819389789269,0.005787857263339114,5.210222808749165e-10,0.9988019466400146
listener/session16/Camera-2024-07-29-135410-135329,session16,AU,895,750,0.0006024096385542169,0.10644474113632992,0.03275478415665332,0.0,1.0
listener/session16/Camera-2024-07-29-135410-135329,session16,VA,895,750,0.0006024096385542169,0.05030887534009802,0.03438769612655302,-0.4596332609653473,0.982850193977356
listener/session16/Camera-2024-07-29-135410-135329,session16,expression,895,750,0.0006024096385542169,0.052418022127243794,0.01752888050618238,1.6094999885272153e-14,1.0
listener/session16/Camera-2024-07-29-143941-143856,session16,AU,27,750,0.0006024096385542169,0.06647607179943628,0.01797952825990209,0.0,1.0
listener/session16/Camera-2024-07-29-143941-143856,session16,VA,27,750,0.0006024096385542169,0.0517215635339476,0.028075648374726203,-0.3871460556983948,1.0
listener/session16/Camera-2024-07-29-143941-143856,session16,expression,27,750,0.0006024096385542169,0.01182381391942682,0.007282180483426252,2.29895382736217e-16,1.0
listener/session16/Camera-2024-07-29-150955-150932,session16,AU,0,359,0.0006024096385542169,0.10281923198622286,0.02905027932960894,0.0,1.0
listener/session16/Camera-2024-07-29-150955-150932,session16,VA,0,359,0.0006024096385542169,0.022810416767781318,0.04295369726215494,-0.49021115899086,0.653053879737854
listener/session16/Camera-2024-07-29-150955-150932,session16,expression,0,359,0.0006024096385542169,0.029739075265429953,0.03211147446362578,1.0507958283205053e-15,0.9999719858169556
listener/session16/Camera-2024-07-29-160525-160426,session16,AU,0,448,0.0006024096385542169,0.03187753009481197,0.017300521998508577,0.0,1.0
listener/session16/Camera-2024-07-29-160525-160426,session16,VA,0,448,0.0006024096385542169,0.022119911817117352,0.030528617560263448,-0.6003513336181641,0.6939965486526489
listener/session16/Camera-2024-07-29-160525-160426,session16,expression,0,448,0.0006024096385542169,0.04004846290957837,0.025491148376397012,4.467374583596532e-16,0.9998378753662109
listener/session16/Camera-2024-07-29-163415-163339,session16,AU,181,750,0.0006024096385542169,0.10627420264055779,0.026168224299065422,0.0,1.0
listener/session16/Camera-2024-07-29-163415-163339,session16,VA,181,750,0.0006024096385542169,0.04874838554137525,0.03897548407733997,-0.6119660139083862,0.8906409740447998
listener/session16/Camera-2024-07-29-163415-163339,session16,expression,181,750,0.0006024096385542169,0.025102288044557056,0.016616512148422486,2.393362743234595e-15,0.9999998807907104
listener/session16/Camera-2024-07-30-114103-114135,session16,AU,0,716,0.0006024096385542169,0.09984959174903306,0.037855477855477854,0.0,1.0
listener/session16/Camera-2024-07-30-114103-114135,session16,VA,0,716,0.0006024096385542169,0.055371285275369574,0.03890990577898659,-0.8416756987571716,0.6275980472564697
listener/session16/Camera-2024-07-30-114103-114135,session16,expression,0,716,0.0006024096385542169,0.026489490000775277,0.015576966234605019,2.2504593064835536e-14,0.9999958276748657
listener/session16/Camera-2024-07-30-123234-123305,session16,AU,0,578,0.0006024096385542169,0.06534954893365237,0.02772963604852686,0.0,1.0
listener/session16/Camera-2024-07-30-123234-123305,session16,VA,0,578,0.0006024096385542169,0.029578402507111325,0.043957370073507106,-0.6786235570907593,0.5781304240226746
listener/session16/Camera-2024-07-30-123234-123305,session16,expression,0,578,0.0006024096385542169,0.041682668236576036,0.024287081572792548,4.100410688209289e-15,0.999992847442627
listener/session16/Camera-2024-07-30-150921-151000,session16,AU,1,750,0.0006024096385542169,0.08013137516688913,0.017089452603471295,0.0,1.0
listener/session16/Camera-2024-07-30-150921-151000,session16,VA,1,750,0.0006024096385542169,0.0518765295199011,0.0334610865862968,-0.5807152986526489,0.9695143699645996
listener/session16/Camera-2024-07-30-150921-151000,session16,expression,1,750,0.0006024096385542169,0.047971223368352855,0.01049839057222264,4.3476954455943996e-16,1.0
listener/session16/Camera-2024-07-30-154819-154923,session16,AU,162,750,0.0006024096385542169,0.08360231419670675,0.01281708945260347,0.0,1.0
listener/session16/Camera-2024-07-30-154819-154923,session16,VA,162,750,0.0006024096385542169,0.06393927536634818,0.0369388883727017,-0.5684633851051331,0.7789088487625122
listener/session16/Camera-2024-07-30-154819-154923,session16,expression,162,750,0.0006024096385542169,0.04952913820577784,0.02310589386591364,1.504404023230932e-12,0.9999959468841553
listener/session16/Camera-2024-07-30-161637-161715,session16,AU,0,153,0.0006024096385542169,0.020892099529870426,0.014035087719298246,0.0,1.0
listener/session16/Camera-2024-07-30-161637-161715,session16,VA,0,153,0.0006024096385542169,0.02042353536083498,0.04229376700363661,-0.7423896789550781,0.38234972953796387
listener/session16/Camera-2024-07-30-161637-161715,session16,expression,0,153,0.0006024096385542169,0.05109386133437076,0.0368661361802673,1.1275792582629562e-12,0.9998948574066162
listener/session16/Camera-2024-07-31-102814-102840,session16,AU,177,750,0.0006024096385542169,0.06666654798991249,0.021539830885625277,0.0,1.0
listener/session16/Camera-2024-07-31-102814-102840,session16,VA,177,750,0.0006024096385542169,0.014119855530874737,0.04380367925074772,-0.5816076397895813,0.34495237469673157
listener/session16/Camera-2024-07-31-102814-102840,session16,expression,177,750,0.0006024096385542169,0.03349781462428717,0.030707970014685237,5.01272562937878e-16,0.9996117949485779
listener/session16/Camera-2024-07-31-110521-110601,session16,AU,27,750,0.0006024096385542169,0.09425521435988729,0.0210057854917668,0.0,1.0
listener/session16/Camera-2024-07-31-110521-110601,session16,VA,27,750,0.0006024096385542169,0.020285032777520782,0.031926172363941116,-0.5446929931640625,0.40501728653907776
listener/session16/Camera-2024-07-31-110521-110601,session16,expression,27,750,0.0006024096385542169,0.06689762417445982,0.026202638317037077,1.0906177336176774e-19,0.9998681545257568
listener/session16/Camera-2024-07-31-114456-114534,session16,AU,15,750,0.0006024096385542169,0.05433947485536272,0.009256786826880284,0.0,1.0
listener/session16/Camera-2024-07-31-114456-114534,session16,VA,15,750,0.0006024096385542169,0.017168393097648452,0.04558569619379868,-0.4718998372554779,0.5038612484931946
listener/session16/Camera-2024-07-31-114456-114534,session16,expression,15,750,0.0006024096385542169,0.022177547872958323,0.030455620938984754,2.5716486232174596e-12,0.9992177486419678
listener/session16/Camera-2024-07-31-135431-135505,session16,AU,33,750,0.0006024096385542169,0.08935825545171344,0.00801068090787717,0.0,1.0
listener/session16/Camera-2024-07-31-135431-135505,session16,VA,33,750,0.0006024096385542169,0.053587063927592014,0.034571227362660446,-0.5021935105323792,0.7761027812957764
listener/session16/Camera-2024-07-31-135431-135505,session16,expression,33,750,0.0006024096385542169,0.026298505037835325,0.020074561728120742,6.824800056690061e-13,0.9999992847442627
listener/session16/Camera-2024-07-31-152258-152337,session16,AU,0,510,0.0006024096385542169,0.07416592832286811,0.010740013097576948,0.0,1.0
listener/session16/Camera-2024-07-31-152258-152337,session16,VA,0,510,0.0006024096385542169,0.0727871765755713,0.042828163684644024,-0.7011523842811584,0.687803328037262
listener/session16/Camera-2024-07-31-152258-152337,session16,expression,0,510,0.0006024096385542169,0.03803062002484291,0.018691443287310122,6.576799495054632e-16,0.9999984502792358
listener/session16/Camera-2024-07-31-172208-172241,session16,AU,311,750,0.0006024096385542169,0.10164509716659248,0.01789052069425901,0.0,1.0
listener/session16/Camera-2024-07-31-172208-172241,session16,VA,311,750,0.0006024096385542169,0.041976227263864026,0.03260444942737453,-0.29266461730003357,0.8053885102272034
listener/session16/Camera-2024-07-31-172208-172241,session16,expression,311,750,0.0006024096385542169,0.06575765552982304,0.017679176892314893,4.420681395166042e-21,0.9999998807907104
listener/session16/Camera-2024-08-08-153226-153307,session16,AU,102,750,0.0006024096385542169,0.07190387182910553,0.009701824655095684,0.0,1.0
listener/session16/Camera-2024-08-08-153226-153307,session16,VA,102,750,0.0006024096385542169,0.008888913795883744,0.030503279157728953,-0.527646541595459,0.5016582012176514
listener/session16/Camera-2024-08-08-153226-153307,session16,expression,102,750,0.0006024096385542169,0.053025623927974164,0.03104619832362272,9.27691845772229e-19,0.9999350309371948
listener/session16/Camera-2024-10-14-135007-134930,session16,AU,0,455,0.0006024096385542169,0.06673573122912328,0.022173274596182086,0.0,1.0
listener/session16/Camera-2024-10-14-135007-134930,session16,VA,0,455,0.0006024096385542169,0.01955217741267517,0.04206061195828316,-0.7068449258804321,0.6566203236579895
listener/session16/Camera-2024-10-14-135007-134930,session16,expression,0,455,0.0006024096385542169,0.05528353082849675,0.03389363175705442,5.129240782109079e-12,0.9992607235908508
listener/session16/Camera-2024-10-14-143533-143358,session16,AU,121,750,0.0006024096385542169,0.08121738614448895,0.022607921673342236,0.0,1.0
listener/session16/Camera-2024-10-14-143533-143358,session16,VA,121,750,0.0006024096385542169,0.011327571809830107,0.03780564580993038,-0.44825097918510437,0.35460829734802246
listener/session16/Camera-2024-10-14-143533-143358,session16,expression,121,750,0.0006024096385542169,0.03658504848211078,0.04673955517487871,8.298152963381877e-12,0.9954808950424194
listener/session16/Camera-2024-10-14-151541-151421,session16,AU,0,720,0.0006024096385542169,0.03939112965538557,0.016689847009735744,0.0,1.0
listener/session16/Camera-2024-10-14-151541-151421,session16,VA,0,720,0.0006024096385542169,0.009719761784375962,0.03852787947538665,-0.7343816757202148,0.43333640694618225
listener/session16/Camera-2024-10-14-151541-151421,session16,expression,0,720,0.0006024096385542169,0.03270324517163095,0.042512512530736936,7.385139028093235e-11,0.9999629259109497
listener/session16/Camera-2024-10-14-161029-160925,session16,AU,0,716,0.0006024096385542169,0.10483676472503294,0.0220979020979021,0.0,1.0
listener/session16/Camera-2024-10-14-161029-160925,session16,VA,0,716,0.0006024096385542169,0.05424475011080404,0.037807088433862567,-0.4010150730609894,0.9267208576202393
listener/session16/Camera-2024-10-14-161029-160925,session16,expression,0,716,0.0006024096385542169,0.065357683567522,0.024309220142551498,6.989102319523125e-20,1.0
listener/session16/Camera-2024-10-15-094459-094548,session16,AU,56,750,0.0006024096385542169,0.15835074914701083,0.032487761459724075,0.0,1.0
listener/session16/Camera-2024-10-15-094459-094548,session16,VA,56,750,0.0006024096385542169,0.0766724947540521,0.04886945904057239,-0.6167146563529968,0.8518321514129639
listener/session16/Camera-2024-10-15-094459-094548,session16,expression,56,750,0.0006024096385542169,0.06175415277678431,0.026925819456654444,3.9936287914994057e-16,0.9999998807907104
listener/session16/Camera-2024-10-15-102854-102945,session16,AU,0,572,0.0006024096385542169,0.01411154519735956,0.006304728546409807,0.0,1.0
listener/session16/Camera-2024-10-15-102854-102945,session16,VA,0,572,0.0006024096385542169,0.00515408136463527,0.030594728534776985,-0.6194472312927246,0.15525811910629272
listener/session16/Camera-2024-10-15-102854-102945,session16,expression,0,572,0.0006024096385542169,0.0018311374952110066,0.007626073360155056,1.4429783323083312e-12,0.9997648596763611
listener/session16/Camera-2024-10-15-111253-111325,session16,AU,0,335,0.0006024096385542169,0.04581166026156642,0.02055888223552894,0.0,1.0
listener/session16/Camera-2024-10-15-111253-111325,session16,VA,0,335,0.0006024096385542169,0.01913145608484995,0.04940428906036708,-0.8211404085159302,0.33653783798217773
listener/session16/Camera-2024-10-15-111253-111325,session16,expression,0,335,0.0006024096385542169,0.029611882215633774,0.031470637886137326,6.24270288240858e-11,0.9999788999557495
listener/session16/Camera-2024-10-21-103126-103143,session16,AU,0,657,0.0006024096385542169,0.053638118572966555,0.010060975609756098,0.0,1.0
listener/session16/Camera-2024-10-21-103126-103143,session16,VA,0,657,0.0006024096385542169,0.009332557623814125,0.029241889669764334,-0.30506038665771484,0.43258967995643616
listener/session16/Camera-2024-10-21-103126-103143,session16,expression,0,657,0.0006024096385542169,0.029762668855468393,0.010271217447172264,8.242817580963356e-18,0.9999657869338989
listener/session16/Camera-2024-10-21-112420-112230,session16,AU,0,693,0.0006024096385542169,0.14025417956053796,0.020809248554913295,0.0,1.0
listener/session16/Camera-2024-10-21-112420-112230,session16,VA,0,693,0.0006024096385542169,0.14419746843724168,0.03892563950981019,-0.7915265560150146,0.8337876200675964
listener/session16/Camera-2024-10-21-112420-112230,session16,expression,0,693,0.0006024096385542169,0.055916738049255614,0.010786886874600433,1.0276140832363168e-12,0.9999998807907104
listener/session16/Camera-2024-10-21-121606-121455,session16,AU,0,360,0.0006024096385542169,0.11011967399154025,0.02414113277623027,0.0,1.0
listener/session16/Camera-2024-10-21-121606-121455,session16,VA,0,360,0.0006024096385542169,0.03637383753015212,0.04150047536659208,-0.5921564102172852,0.8114732503890991
listener/session16/Camera-2024-10-21-121606-121455,session16,expression,0,360,0.0006024096385542169,0.058283829559863116,0.026090859791666667,1.3223250721120221e-14,0.9999873638153076
listener/session16/Camera-2024-10-21-125749-125756,session16,AU,0,570,0.0006024096385542169,0.09894222962209274,0.008670181605155243,0.0,1.0
listener/session16/Camera-2024-10-21-125749-125756,session16,VA,0,570,0.0006024096385542169,0.0700799159641797,0.03290149928618923,-0.4087982177734375,0.8451610803604126
listener/session16/Camera-2024-10-21-125749-125756,session16,expression,0,570,0.0006024096385542169,0.04706984148308803,0.007243756361328149,1.0444664169737949e-14,0.9999997615814209
listener/session16/Camera-2024-10-22-103728-103815,session16,AU,0,598,0.0006024096385542169,0.075766607097173,0.03774427694025684,0.0,1.0
listener/session16/Camera-2024-10-22-103728-103815,session16,VA,0,598,0.0006024096385542169,0.0042017576707547915,0.02939840715684284,-0.40059587359428406,0.348601758480072
listener/session16/Camera-2024-10-22-103728-103815,session16,expression,0,598,0.0006024096385542169,0.030669191477186192,0.03242992876067811,1.1883959528252719e-12,0.9988075494766235
listener/session16/Camera-2024-10-22-115558-115626,session16,AU,0,509,0.0006024096385542169,0.007899282727183656,0.0032808398950131233,0.0,1.0
listener/session16/Camera-2024-10-22-115558-115626,session16,VA,0,509,0.0006024096385542169,0.013880679214415804,0.03677728602032023,-0.7671204209327698,0.6710155010223389
listener/session16/Camera-2024-10-22-115558-115626,session16,expression,0,509,0.0006024096385542169,0.01896552345537817,0.034923189855714264,1.494127217782637e-11,0.9999881982803345
listener/session16/Camera-2024-10-22-123739-123750,session16,AU,0,543,0.0006024096385542169,0.02292036180030308,0.008733087330873308,0.0,1.0
listener/session16/Camera-2024-10-22-123739-123750,session16,VA,0,543,0.0006024096385542169,0.003992437861242121,0.0241884816836607,-0.761071503162384,0.4701440632343292
listener/session16/Camera-2024-10-22-123739-123750,session16,expression,0,543,0.0006024096385542169,0.002877375170242947,0.004204339353403527,8.204406043432755e-10,0.9998501539230347
listener/session16/Camera-2024-10-22-153434-153503,session16,AU,0,475,0.0006024096385542169,0.0792449478125694,0.04838255977496484,0.0,1.0
listener/session16/Camera-2024-10-22-153434-153503,session16,VA,0,475,0.0006024096385542169,0.05223472842474532,0.046758715126207606,-0.5341849327087402,0.7671413421630859
listener/session16/Camera-2024-10-22-153434-153503,session16,expression,0,475,0.0006024096385542169,0.04795032389032665,0.036995965962250195,9.547079793392754e-11,0.9999988079071045
listener/session16/Camera-2024-10-22-165256-165322,session16,AU,0,513,0.0006024096385542169,0.14863852339181288,0.03203125,0.0,1.0
listener/session16/Camera-2024-10-22-165256-165322,session16,VA,0,513,0.0006024096385542169,0.042537027202554985,0.03330101579922484,-0.6158387660980225,0.4733664393424988
listener/session16/Camera-2024-10-22-165256-165322,session16,expression,0,513,0.0006024096385542169,0.061307060903865715,0.029262697064042505,2.7741357320576303e-14,0.9999756813049316
listener/session16/Camera-2024-10-22-173423-173423,session16,AU,59,750,0.0006024096385542169,0.09713822874944371,0.014775255896751225,0.0,1.0
listener/session16/Camera-2024-10-22-173423-173423,session16,VA,59,750,0.0006024096385542169,0.05349600423987627,0.03745665401220322,-0.6261304616928101,0.7838565111160278
listener/session16/Camera-2024-10-22-173423-173423,session16,expression,59,750,0.0006024096385542169,0.059741660078128124,0.031576327555791095,3.732340991309405e-15,0.999983549118042
listener/session16/Camera-2024-10-23-134159-134313,session16,AU,0,487,0.0006024096385542169,0.10306599854093959,0.017695473251028805,0.0,1.0
listener/session16/Camera-2024-10-23-134159-134313,session16,VA,0,487,0.0006024096385542169,0.08035865473201247,0.03577770764552394,-0.6568872332572937,0.8510479927062988
listener/session16/Camera-2024-10-23-134159-134313,session16,expression,0,487,0.0006024096385542169,0.06454620444760427,0.030442228189368755,6.791992582818221e-17,0.9999998807907104
listener/session16/Camera-2024-10-23-143154-143223,session16,AU,27,750,0.0006024096385542169,0.06942044207090937,0.019314641744548288,0.0,1.0
listener/session16/Camera-2024-10-23-143154-143223,session16,VA,27,750,0.0006024096385542169,0.04304042561518686,0.04371952225462856,-0.3874434530735016,0.826073408126831
listener/session16/Camera-2024-10-23-143154-143223,session16,expression,27,750,0.0006024096385542169,0.05121343900970678,0.03660280639748147,3.484920130247815e-10,0.9997913241386414
listener/session16/Camera-2024-10-23-151539-151613,session16,AU,0,624,0.0006024096385542169,0.03312120152007792,0.016158373461744247,0.0,1.0
listener/session16/Camera-2024-10-23-151539-151613,session16,VA,0,624,0.0006024096385542169,0.006480260447856558,0.03225524453849892,-0.5490626096725464,0.3646247982978821
listener/session16/Camera-2024-10-23-151539-151613,session16,expression,0,624,0.0006024096385542169,0.017561604073878283,0.021069126304538378,1.5436203747512534e-13,0.9990915060043335
listener/session16/Camera-2024-10-23-155518-155524,session16,AU,83,750,0.0006024096385542169,0.10120077139890223,0.0105028927458834,0.0,1.0
listener/session16/Camera-2024-10-23-155518-155524,session16,VA,83,750,0.0006024096385542169,0.022607247578392737,0.02538471248682255,-0.20965716242790222,0.7497261762619019
listener/session16/Camera-2024-10-23-155518-155524,session16,expression,83,750,0.0006024096385542169,0.04732393765277262,0.023559267796335537,3.993182312491974e-17,0.9999991655349731
listener/session17/Camera-2024-06-21-103121-103102,session17,AU,112,750,0.0006024096385542169,0.11698145675715772,0.022162883845126834,0.0,1.0
listener/session17/Camera-2024-06-21-103121-103102,session17,VA,112,750,0.0006024096385542169,0.04266790239628414,0.044540971925405064,-0.6086009740829468,0.7517856359481812
listener/session17/Camera-2024-06-21-103121-103102,session17,expression,112,750,0.0006024096385542169,0.046709725731443864,0.032524865446786844,5.06007670660058e-13,0.9999995231628418
listener/session17/Camera-2024-06-26-093649-093642,session17,AU,18,750,0.0006024096385542169,0.07076647381694108,0.019937694704049845,0.0,1.0
listener/session17/Camera-2024-06-26-093649-093642,session17,VA,18,750,0.0006024096385542169,0.025584199945816115,0.03603122805124609,-0.5132550597190857,0.45800724625587463
listener/session17/Camera-2024-06-26-093649-093642,session17,expression,18,750,0.0006024096385542169,0.04368940096195445,0.027701244302879603,5.173603549962855e-15,0.9999804496765137
listener/session17/Camera-2024-06-26-105024-105025,session17,AU,13,750,0.0006024096385542169,0.11903931167482576,0.014686248331108143,0.0,1.0
listener/session17/Camera-2024-06-26-105024-105025,session17,VA,13,750,0.0006024096385542169,0.05436113690284323,0.032220259070078104,-0.7900282144546509,0.8341497182846069
listener/session17/Camera-2024-06-26-105024-105025,session17,expression,13,750,0.0006024096385542169,0.045739417521350356,0.025506220414881098,1.317830905876304e-15,1.0
listener/session17/Camera-2024-06-26-151459-151413,session17,AU,0,635,0.0006024096385542169,0.06569595204384941,0.01808622502628812,0.0,1.0
listener/session17/Camera-2024-06-26-151459-151413,session17,VA,0,635,0.0006024096385542169,0.03143496294778213,0.037651474843218874,-0.81725013256073,0.4717518091201782
listener/session17/Camera-2024-06-26-151459-151413,session17,expression,0,635,0.0006024096385542169,0.006406456603023776,0.007585298499016914,4.9081280706353425e-11,0.9999741315841675
listener/session17/Camera-2024-06-26-160214-160213,session17,AU,96,750,0.0006024096385542169,0.07097510755080849,0.02127280818869604,0.0,1.0
listener/session17/Camera-2024-06-26-160214-160213,session17,VA,96,750,0.0006024096385542169,0.033653186924303476,0.03588168109420224,-0.727219820022583,0.7006623148918152
listener/session17/Camera-2024-06-26-160214-160213,session17,expression,96,750,0.0006024096385542169,0.02932765766200406,0.021646031515777757,3.971698187346662e-14,0.9999996423721313
listener/session17/Camera-2024-06-28-103912-104008,session17,AU,0,387,0.0006024096385542169,0.06718256996603783,0.014162348877374784,0.0,1.0
listener/session17/Camera-2024-06-28-103912-104008,session17,VA,0,387,0.0006024096385542169,0.015236202508148115,0.03163903121175389,-0.568884015083313,0.6326671242713928
listener/session17/Camera-2024-06-28-103912-104008,session17,expression,0,387,0.0006024096385542169,0.043520990459238545,0.04107230743980238,1.0788235132704396e-13,0.9982093572616577
listener/session17/Camera-2024-06-28-112322-112419,session17,AU,0,544,0.0006024096385542169,0.09914937890441627,0.019152854511970532,0.0,1.0
listener/session17/Camera-2024-06-28-112322-112419,session17,VA,0,544,0.0006024096385542169,0.045711157097951774,0.04348742938214573,-0.6340528726577759,0.7624205350875854
listener/session17/Camera-2024-06-28-112322-112419,session17,expression,0,544,0.0006024096385542169,0.05920466910675387,0.04030239778707375,6.839339749924178e-14,0.9998844861984253
listener/session17/Camera-2024-06-28-120152-120208,session17,AU,0,362,0.0006024096385542169,0.06874448406564536,0.014219759926131116,0.0,1.0
listener/session17/Camera-2024-06-28-120152-120208,session17,VA,0,362,0.0006024096385542169,0.029733551764493216,0.03070458934908098,-0.4789877235889435,0.6738921999931335
listener/session17/Camera-2024-06-28-120152-120208,session17,expression,0,362,0.0006024096385542169,0.05042760447512614,0.0261883334810845,1.6552739539286987e-13,0.9999938011169434
listener/session17/Camera-2024-06-28-153101-153104,session17,AU,671,750,0.0006024096385542169,0.11576395193591454,0.020560747663551402,0.0,1.0
listener/session17/Camera-2024-06-28-153101-153104,session17,VA,671,750,0.0006024096385542169,0.03158724803856808,0.03613991796154683,-0.47675231099128723,0.8119681477546692
listener/session17/Camera-2024-06-28-153101-153104,session17,expression,671,750,0.0006024096385542169,0.061420297653012344,0.026529172033938887,1.328743363684679e-16,0.9999997615814209
listener/session17/Camera-2024-06-28-160651-160703,session17,AU,111,750,0.0006024096385542169,0.1237851950749147,0.022429906542056073,0.0,1.0
listener/session17/Camera-2024-06-28-160651-160703,session17,VA,111,750,0.0006024096385542169,0.09243799310375535,0.035581631063718665,-0.826987087726593,0.7702609896659851
listener/session17/Camera-2024-06-28-160651-160703,session17,expression,111,750,0.0006024096385542169,0.06629329288708999,0.030282656867818284,1.6119044927183216e-16,0.9999998807907104
listener/session17/Camera-2024-06-28-164549-164628,session17,AU,276,750,0.0006024096385542169,0.06403904465212876,0.013529149977748109,0.0,1.0
listener/session17/Camera-2024-06-28-164549-164628,session17,VA,276,750,0.0006024096385542169,0.01925618532312417,0.028191062195278775,-0.5904006361961365,0.4593684673309326
listener/session17/Camera-2024-06-28-164549-164628,session17,expression,276,750,0.0006024096385542169,0.024873213330957798,0.013014115775364366,1.6153712397527558e-18,0.9999933242797852
listener/session17/Camera-2024-07-04-112307-112347,session17,AU,50,750,0.0006024096385542169,0.10438546209761167,0.02972852692478861,0.0,1.0
listener/session17/Camera-2024-07-04-112307-112347,session17,VA,50,750,0.0006024096385542169,0.018128727407677216,0.04355068899720947,-0.7080116271972656,0.5486453771591187
listener/session17/Camera-2024-07-04-112307-112347,session17,expression,50,750,0.0006024096385542169,0.04709329467149066,0.03353401920527717,5.516634458274661e-12,0.9999868869781494
listener/session17/Camera-2024-07-04-120006-120008,session17,AU,74,750,0.0006024096385542169,0.03914659546061413,0.01851357365376057,0.0,1.0
listener/session17/Camera-2024-07-04-120006-120008,session17,VA,74,750,0.0006024096385542169,0.007307263991894374,0.02471728201144846,-0.5892869234085083,0.6108535528182983
listener/session17/Camera-2024-07-04-120006-120008,session17,expression,74,750,0.0006024096385542169,0.03135107607982816,0.0371945260994032,4.769942578940201e-13,0.9982815980911255
listener/session17/Camera-2024-07-08-120627-120613,session17,AU,0,478,0.0006024096385542169,0.10862345727744005,0.023619846261355694,0.0,1.0
listener/session17/Camera-2024-07-08-120627-120613,session17,VA,0,478,0.0006024096385542169,0.0404980975551788,0.04271672976123212,-0.8028056621551514,0.5042760372161865
listener/session17/Camera-2024-07-08-120627-120613,session17,expression,0,478,0.0006024096385542169,0.06599145061950817,0.033069120960032616,9.354687290577534e-18,0.9999849796295166
